rule,comparison,metric,unit,block_len_days,n_days,n_boot,seed,confidence_level,ci_method,point_diff,boot_mean_diff,ci_lo,ci_hi,frac_resamples_gt0,ci_excludes_zero_95,interpretation,note
①손절15+모멘텀0,B-A,mdd,최대낙폭 차 (-0.05 = 낙폭이 5%p 더 깊음),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0361,0.0245,-0.0793,0.1582,0.669,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,탐색 지표 — 블록 연결/경로 재구성에 민감
①손절15+모멘텀0,C-B,cum,누적수익 배수 차 (0.1442 = +14.42%p),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.7819,1.2163,-1.0219,6.9,0.798,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-B,cagr,연복리수익률 차 (0.05 = +5%p),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1246,0.1353,-0.1602,0.5252,0.798,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-B,sharpe,연율화 Sharpe 차 (무차원),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1786,0.1724,-0.3381,0.6812,0.752,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-B,mdd,최대낙폭 차 (-0.05 = 낙폭이 5%p 더 깊음),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0286,0.0078,-0.1311,0.1498,0.5375,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,탐색 지표 — 블록 연결/경로 재구성에 민감
①손절15+모멘텀0,C-B,cum,누적수익 배수 차 (0.1442 = +14.42%p),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.7819,1.3871,-1.0258,8.719,0.797,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-B,cagr,연복리수익률 차 (0.05 = +5%p),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1246,0.1389,-0.149,0.579,0.797,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-B,sharpe,연율화 Sharpe 차 (무차원),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1786,0.1671,-0.3219,0.6522,0.755,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-B,mdd,최대낙폭 차 (-0.05 = 낙폭이 5%p 더 깊음),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0286,0.008,-0.1192,0.148,0.5365,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,탐색 지표 — 블록 연결/경로 재구성에 민감
①손절15+모멘텀0,C-B,cum,누적수익 배수 차 (0.1442 = +14.42%p),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.7819,1.3418,-0.9254,7.8546,0.818,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-B,cagr,연복리수익률 차 (0.05 = +5%p),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1246,0.1335,-0.1345,0.5265,0.818,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-B,sharpe,연율화 Sharpe 차 (무차원),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1786,0.1604,-0.2978,0.5875,0.777,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-B,mdd,최대낙폭 차 (-0.05 = 낙폭이 5%p 더 깊음),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0286,0.0137,-0.0965,0.1316,0.579,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,탐색 지표 — 블록 연결/경로 재구성에 민감
①손절15+모멘텀0,C-A,cum,누적수익 배수 차 (0.1442 = +14.42%p),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.899,1.2843,-1.2591,6.8298,0.7895,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-A,cagr,연복리수익률 차 (0.05 = +5%p),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1453,0.1522,-0.2011,0.5921,0.7895,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-A,sharpe,연율화 Sharpe 차 (무차원),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.2379,0.2349,-0.352,0.857,0.781,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-A,mdd,최대낙폭 차 (-0.05 = 낙폭이 5%p 더 깊음),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0647,0.0211,-0.1116,0.177,0.6155,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,탐색 지표 — 블록 연결/경로 재구성에 민감
①손절15+모멘텀0,C-A,cum,누적수익 배수 차 (0.1442 = +14.42%p),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.899,1.4953,-1.5816,8.874,0.7935,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-A,cagr,연복리수익률 차 (0.05 = +5%p),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1453,0.1593,-0.2028,0.6391,0.7935,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-A,sharpe,연율화 Sharpe 차 (무차원),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.2379,0.2374,-0.3444,0.8504,0.7835,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-A,mdd,최대낙폭 차 (-0.05 = 낙폭이 5%p 더 깊음),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0647,0.0248,-0.1083,0.179,0.628,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,탐색 지표 — 블록 연결/경로 재구성에 민감
①손절15+모멘텀0,C-A,cum,누적수익 배수 차 (0.1442 = +14.42%p),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.899,1.3593,-1.094,7.9507,0.8155,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-A,cagr,연복리수익률 차 (0.05 = +5%p),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1453,0.1486,-0.156,0.5536,0.8155,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-A,sharpe,연율화 Sharpe 차 (무차원),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.2379,0.2297,-0.2728,0.7899,0.8035,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
①손절15+모멘텀0,C-A,mdd,최대낙폭 차 (-0.05 = 낙폭이 5%p 더 깊음),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0647,0.0382,-0.0889,0.1832,0.679,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,탐색 지표 — 블록 연결/경로 재구성에 민감
④손절25+모멘텀0+회전가드,B-A,cum,누적수익 배수 차 (0.1442 = +14.42%p),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.4711,0.5975,-3.2783,5.4105,0.6395,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,B-A,cagr,연복리수익률 차 (0.05 = +5%p),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0703,0.0742,-0.3454,0.5151,0.6395,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,B-A,sharpe,연율화 Sharpe 차 (무차원),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0969,0.1022,-0.5031,0.7266,0.622,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,B-A,mdd,최대낙폭 차 (-0.05 = 낙폭이 5%p 더 깊음),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1289,-0.0001,-0.1272,0.1385,0.485,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,탐색 지표 — 블록 연결/경로 재구성에 민감
④손절25+모멘텀0+회전가드,B-A,cum,누적수익 배수 차 (0.1442 = +14.42%p),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.4711,0.8816,-3.3456,8.9663,0.623,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,B-A,cagr,연복리수익률 차 (0.05 = +5%p),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0703,0.0853,-0.3425,0.6601,0.623,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,B-A,sharpe,연율화 Sharpe 차 (무차원),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0969,0.1021,-0.5309,0.7831,0.619,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,B-A,mdd,최대낙폭 차 (-0.05 = 낙폭이 5%p 더 깊음),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1289,-0.0039,-0.1455,0.1367,0.465,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,탐색 지표 — 블록 연결/경로 재구성에 민감
④손절25+모멘텀0+회전가드,B-A,cum,누적수익 배수 차 (0.1442 = +14.42%p),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.4711,0.8992,-2.993,8.5475,0.6235,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,B-A,cagr,연복리수익률 차 (0.05 = +5%p),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0703,0.0809,-0.305,0.6144,0.6235,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,B-A,sharpe,연율화 Sharpe 차 (무차원),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0969,0.09,-0.474,0.698,0.6045,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,B-A,mdd,최대낙폭 차 (-0.05 = 낙폭이 5%p 더 깊음),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1289,0.0023,-0.122,0.1375,0.4975,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,탐색 지표 — 블록 연결/경로 재구성에 민감
④손절25+모멘텀0+회전가드,C-B,cum,누적수익 배수 차 (0.1442 = +14.42%p),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),-0.0916,-0.2372,-3.3731,2.0426,0.457,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,C-B,cagr,연복리수익률 차 (0.05 = +5%p),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),-0.0132,-0.0191,-0.3035,0.2184,0.457,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,C-B,sharpe,연율화 Sharpe 차 (무차원),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0431,0.0424,-0.3864,0.4398,0.5815,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,C-B,mdd,최대낙폭 차 (-0.05 = 낙폭이 5%p 더 깊음),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0274,0.0272,-0.0744,0.1256,0.721,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,탐색 지표 — 블록 연결/경로 재구성에 민감
④손절25+모멘텀0+회전가드,C-B,cum,누적수익 배수 차 (0.1442 = +14.42%p),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),-0.0916,-0.4103,-5.2567,2.2746,0.4805,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,C-B,cagr,연복리수익률 차 (0.05 = +5%p),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),-0.0132,-0.0236,-0.3883,0.2534,0.4805,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,C-B,sharpe,연율화 Sharpe 차 (무차원),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0431,0.0441,-0.4579,0.5198,0.5835,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,C-B,mdd,최대낙폭 차 (-0.05 = 낙폭이 5%p 더 깊음),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0274,0.0397,-0.0739,0.16,0.78,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,탐색 지표 — 블록 연결/경로 재구성에 민감
④손절25+모멘텀0+회전가드,C-B,cum,누적수익 배수 차 (0.1442 = +14.42%p),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),-0.0916,-0.3514,-5.8442,2.7516,0.5135,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,C-B,cagr,연복리수익률 차 (0.05 = +5%p),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),-0.0132,-0.0197,-0.4098,0.2567,0.5135,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
